District,Block,Month of Data Collection,Plantation Year,Tree Type,Tree species,Latitude,Longitude,GBH_cm,DBH_cm,Tree Height_foot,North South_Tree Crown Size_Foot,East West_Tree Crown Size_foot,Tree Crown_foot,tree_age_years
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8486384,74.454591,24,7.643312102,7,7,6.5,6.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.848546,74.4546886,19,6.050955414,7,6,4.5,5.25,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8486886,74.4544286,23,7.324840764,9,9,9,9,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8486343,74.4546221,18,5.732484076,6,5,5,5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8486272,74.4544922,25,7.961783439,8,6.5,8,7.25,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8487283,74.4547949,29,9.23566879,6.5,6.5,6,6.25,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8485083,74.454705,14,4.458598726,5,3,5.5,4.25,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8489167,74.4545667,21,6.687898089,6,5,6,5.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.848911,74.4549217,28,8.917197452,6,7,6,6.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8486455,74.4547684,22,7.006369427,6,5,5.5,5.25,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8489055,74.4546233,26,8.280254777,8.5,7.5,6,6.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8489313,74.4548326,26,8.280254777,7,7,9,8,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8487093,74.4545341,35,11.14649682,7,8,9,8.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.848705,74.45453,20,6.369426752,6,6,8,7,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8487345,74.4546376,26,8.280254777,9,9,10,9.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8487345,74.4546144,27,8.598726115,8.5,9,9.5,9.25,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8487323,74.45461,36,11.46496815,8.3,8.9,8.5,8.7,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8487364,74.4546157,31,9.872611465,9,9,7,8,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8487247,74.4545268,25,7.961783439,7,7.5,6.9,7.2,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8487151,74.4545131,33,10.50955414,9,8.5,9.5,9,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8487212,74.4545082,34,10.82802548,10.5,11,10,10.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8487233,74.45451,32,10.1910828,9.5,9,10,9.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8489646,74.4545239,31,9.872611465,8.5,8,9.5,8.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.84894,74.4545033,28,8.917197452,10,9.5,8.5,9,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.84894,74.454505,27,8.598726115,8,7.5,8,7.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8489091,74.4544572,26,8.280254777,8.5,8,10,9,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8489111,74.4544283,30,9.554140127,10,9.5,8.5,9,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8489252,74.4543843,30,9.554140127,7.5,8.5,7,7.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8489284,74.454385,8,2.547770701,3.5,1.5,1.5,1.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.84893,74.45439,35,11.14649682,9,8.5,7,7.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.849041,74.4543808,31,9.872611465,8.5,8,9,8.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8489974,74.4543751,32,10.1910828,6.5,7,5.5,6.25,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8489983,74.4543717,30,9.554140127,9,9,10,9.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8489912,74.4543783,26,8.280254777,7.2,8,7.4,7.7,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8491006,74.4544414,31,9.872611465,10,11,9.5,10.25,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.849105,74.45441,33,10.50955414,9,8.5,7.5,8,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8491948,74.4543561,24,7.643312102,7,7.5,6.8,7.15,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8491911,74.4543522,32,10.1910828,6,9,8.5,8.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8491815,74.4543376,30,9.554140127,8.5,7,8.5,7.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8493064,74.4543019,31,9.872611465,6.5,5,8,6.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8493051,74.4542939,38,12.10191083,7,7.5,8.5,8,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8493215,74.4542899,22,7.006369427,7,6,6,6,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8484452,74.4545343,19,6.050955414,5,4,5,4.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8484383,74.4545183,18,5.732484076,5,3,5,4,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8484467,74.4545117,20,6.369426752,6,5,6,5.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8485092,74.4544647,15,4.777070064,6.5,5,4.5,4.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8485109,74.4544702,15,4.777070064,5.5,3.5,4,3.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8485133,74.454475,20,6.369426752,6,6,6.5,6.25,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8485329,74.4544768,22,7.006369427,6.5,7,6.5,6.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.848554,74.4544739,21,6.687898089,7,8.5,6,7.25,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8485617,74.4544667,11,3.503184713,4,3,3,3,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8485665,74.4544662,22,7.006369427,8,6.5,7.5,7,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8486968,74.4544363,24,7.643312102,6.5,5.5,6.5,6,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8486964,74.4544264,22,7.006369427,6.5,5,7,6,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.848752,74.4544008,22,7.006369427,7,7.5,6,6.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8487732,74.4544044,22,7.006369427,6.5,6.5,7,6.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8487571,74.4543897,20,6.369426752,7,6.5,5,5.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8488112,74.4543778,26,8.280254777,7.5,6.5,7,6.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8488179,74.4543784,14,4.458598726,4,3,3,3,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8488217,74.45438,17,5.414012739,6,6,5.5,5.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8488266,74.4543783,36,11.46496815,8.5,9,8,8.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8489403,74.4543611,23,7.324840764,7,4.5,6.5,5.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8490188,74.4543017,25,7.961783439,5,6,5,5.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8490124,74.4543073,19,6.050955414,5.5,6,5,5.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8490169,74.4543105,8,2.547770701,3.5,2.5,2,2.25,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.849037,74.4542526,22,7.006369427,7,7,8,7.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8490373,74.45425,39,12.42038217,9,9,8.5,8.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8490987,74.4542199,28,8.917197452,6.5,7,6.5,6.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8490933,74.45422,25,7.961783439,5,6,5,5.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.849075,74.4542333,30,9.554140127,7,6,6.5,6.25,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8491482,74.454237,161,51.27388535,5,3,4,3.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8492191,74.454212,19,6.050955414,5.5,4,4,4,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8492196,74.4541986,23,7.324840764,6,5.5,4.5,5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8492453,74.4542019,18,5.732484076,4,4,5,4.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8492333,74.454205,30,9.554140127,6,6.5,7,6.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8492337,74.4542041,23,7.324840764,6,5,5.5,5.25,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.848408,74.4543875,16,5.095541401,3,3,3.5,3.25,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8484232,74.4544067,17,5.414012739,4,5,4,4.5,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8484633,74.4543,27,8.598726115,7,8,7.5,7.75,3.83
Ahmednagar,Parner,February 2024,2020,Fruit,Mango,18.8485108,74.4543874,25,7.961783439,6.5,8,6.5,7.25,3.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6332538,75.1031244,37,11.78343949,10,9,10,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.633325,75.1031105,33,10.50955414,9,10,8,9,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6333094,75.1030892,34,10.82802548,9,10,8,9,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.633315,75.10312,32,10.1910828,8,9,10,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6333198,75.1031233,36,11.46496815,9.5,11,10,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6334418,75.1031381,35,11.14649682,8,9,10,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.633447,75.1031358,33,10.50955414,9,10,12,11,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6334759,75.1031458,38,12.10191083,10,12,13,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6334783,75.1031533,36,11.46496815,9,10,11,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6335949,75.1032392,34,10.82802548,8,9,8,8.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.63359,75.1032317,33,10.50955414,8,9,11,10,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.63359,75.10323,28,8.917197452,7,8,9,8.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6336433,75.1031867,27,8.598726115,6,7,8,7.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6336507,75.1031929,23,7.324840764,6,6,5,5.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6336389,75.1031976,39,12.42038217,11,12,13,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6337338,75.1032731,38,12.10191083,10.5,12.5,11,11.75,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6337372,75.1032642,36,11.46496815,9,11,12,11.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6337447,75.1032694,33,10.50955414,8,9,11,10,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6337533,75.1032617,38,12.10191083,10,10,12,11,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6337467,75.103255,37,11.78343949,9,10,11,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6338723,75.1032966,35,11.14649682,9,11,12,11.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6338733,75.1033,36,11.46496815,7,9,10,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6338868,75.1033065,38,12.10191083,9,12,13,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.633945,75.1033133,35,11.14649682,9,12,13,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6339396,75.1033183,35,11.14649682,8,10,12,11,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6340325,75.1034289,33,10.50955414,9,10,11,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6332581,75.1031385,34,10.82802548,8,11,12,11.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.633255,75.1031433,33,10.50955414,8,10,11,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6332594,75.1031449,33,10.50955414,8,11,10,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.633274,75.1031559,44,14.01273885,10,12,13,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6332917,75.1031717,33,10.50955414,8,9,12,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6333792,75.103184,34,10.82802548,8,10,9,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6333825,75.1032477,31,9.872611465,7,9,8,8.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.633385,75.1032483,31,9.872611465,7,9,8,8.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.633385,75.10325,33,10.50955414,8,9,10,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6333963,75.1032602,37,11.78343949,8,11,10,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6335027,75.1032774,36,11.46496815,8,10,12,11,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6335609,75.1033289,36,11.46496815,8,10,11,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.63356,75.10333,34,10.82802548,8,10,9,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6335629,75.1033304,36,11.46496815,8.5,11,10.5,10.75,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6336973,75.1033801,34,10.82802548,8,10,11,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6337193,75.1033622,38,12.10191083,9,12,11,11.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6337114,75.1032932,32,10.1910828,7,10,9,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6337591,75.1034026,37,11.78343949,9,12,13,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6337667,75.1034,40,12.7388535,9,10,11,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6338488,75.1034247,36,11.46496815,8.5,9.5,10,9.75,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6338311,75.1034188,35,11.14649682,8,10,11,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.633825,75.1034267,36,11.46496815,8,11,10,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6338283,75.103455,37,11.78343949,8.5,10,12,11,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6338797,75.1034554,32,10.1910828,8,11,10,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6333631,75.1028709,40,12.7388535,8,9,10,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6334064,75.1028686,38,12.10191083,7,8,9,8.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6333967,75.1028729,38,12.10191083,10,10,12,11,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6334133,75.1028817,37,11.78343949,9,10,11,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6334163,75.1028833,39,12.42038217,11,13,12,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6334387,75.1028861,37,11.78343949,9,10,12,11,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6334417,75.1028867,37,11.78343949,10.5,10,11,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.63344,75.1028933,33,10.50955414,9,10,11,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6336121,75.1029543,38,12.10191083,10,12,11,11.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6336257,75.1029581,38,12.10191083,11,12,13,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6336705,75.1029361,40,12.7388535,11.5,13,14,13.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6336662,75.1029433,37,11.78343949,9.5,11,10,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6336817,75.10297,36,11.46496815,10,13,12,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6336867,75.1029717,39,12.42038217,11,13,14,13.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.633685,75.1029733,33,10.50955414,9,12,13,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6336959,75.1029708,35,11.14649682,10,12,13,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6337436,75.1030015,38,12.10191083,11,13,14,13.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6338475,75.1030333,36,11.46496815,12,13,14,13.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6338723,75.1030411,33,10.50955414,9,12,14,13,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6339033,75.1030483,36,11.46496815,11,12,13,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6339416,75.1030554,33,10.50955414,11,14,13,13.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6339583,75.103065,32,10.1910828,9,12,10,11,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6339483,75.103095,33,10.50955414,9,12,13,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6341001,75.1031116,34,10.82802548,9,10,12,11,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6340983,75.1031067,32,10.1910828,10,12,13,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6341568,75.103131,36,11.46496815,11,12,10,11,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6341517,75.103135,34,10.82802548,9,12,11,11.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6333058,75.1029781,40,12.7388535,11,13,14,13.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6333795,75.102981,33,10.50955414,8,10,11,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6333945,75.10298,34,10.82802548,9,10,9,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6334083,75.10298,36,11.46496815,9,9,10,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6333367,75.10302,30,9.554140127,8,9,10,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6334733,75.10305,35,11.14649682,8,10,9,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6334867,75.1030517,31,9.872611465,8,9,10,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6335633,75.103075,34,10.82802548,7,9,8,8.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6335712,75.1030946,33,10.50955414,8.5,9,10,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6336297,75.1030499,32,10.1910828,8,9,8,8.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6336092,75.1030458,33,10.50955414,9,8,9,8.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6336425,75.103052,32,10.1910828,7,8,7,7.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.633645,75.1030571,36,11.46496815,8,9,10,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6337121,75.1030985,35,11.14649682,7,8,9,8.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6337204,75.1030977,33,10.50955414,8,9,10,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6337209,75.1031057,38,12.10191083,10,12,13,12.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6337868,75.1031205,33,10.50955414,7,9,8,8.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6338179,75.1031467,38,12.10191083,9,12,11,11.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6338265,75.1031471,33,10.50955414,8,9,10,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6338383,75.1031333,35,11.14649682,9,10,11,10.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6338266,75.1031949,33,10.50955414,9,9,10,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.63378,75.10311,36,11.46496815,9,10,9,9.5,6.83
Ahmednagar,Karjat,February 2024,2017,Fruit,Custard apple,18.6340052,75.1032014,34,10.82802548,8,9,10,9.5,6.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8725873,74.4253492,12,3.821656051,5,3,3.5,3.25,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8726195,74.4253521,10,3.184713376,3,3,3,3,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8726384,74.4252903,10,3.184713376,3.5,2.5,3,2.75,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8726512,74.4252848,12,3.821656051,5,2.5,3,2.75,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8726883,74.4252571,13,4.140127389,5,4,3.5,3.75,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Tamarind,18.8727283,74.4252335,18,5.732484076,5,4.5,3,3.75,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8727514,74.4252118,18,5.732484076,6.5,5,4,4.5,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8727549,74.4252058,10,3.184713376,2.5,2.5,2.5,2.5,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.872759,74.4251963,18,5.732484076,6,5.5,5,5.25,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8727857,74.4250749,17,5.414012739,6,5.5,5,5.25,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8728045,74.425086,17,5.414012739,5,4,4.5,4.25,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8728325,74.4250612,12,3.821656051,5,4.5,3,3.75,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8728314,74.4250443,11,3.503184713,4,2.5,2.5,2.5,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8728433,74.4250257,14,4.458598726,4.5,4.5,5,4.75,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8728557,74.4249952,9,2.866242038,3.5,2.5,2.5,2.5,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8729729,74.4248237,13,4.140127389,4,3.5,3,3.25,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8729755,74.4248225,14,4.458598726,3.5,3.5,3,3.25,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8729793,74.4248039,12,3.821656051,3.5,3,2.5,2.75,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8729832,74.4248033,12,3.821656051,3,2.5,2,2.25,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8730446,74.4246914,12,3.821656051,4,3.5,3,3.25,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8730737,74.4246908,10,3.184713376,3.5,3,2.5,2.75,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8730674,74.4246118,12,3.821656051,5,2.5,2.5,2.5,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8731023,74.4246975,14,4.458598726,4,3.5,3,3.25,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8731242,74.4247235,13,4.140127389,5.5,3.5,3,3.25,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8730804,74.4248089,14,4.458598726,3.5,4,3.5,3.75,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8730853,74.4247468,11,3.503184713,5,3,2.5,2.75,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8730871,74.4247964,14,4.458598726,3,3,3.5,3.25,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8730614,74.4248292,14,4.458598726,4,3.5,4,3.75,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8730484,74.424844,22,7.006369427,5,3,3.5,3.25,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8730452,74.4248649,13,4.140127389,6,2.5,3,2.75,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8727196,74.4254226,14,4.458598726,5,3.5,3,3.25,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8727505,74.4253677,15,4.777070064,4.5,5,4,4.5,1.83
Ahmednagar,Parner,February 2024,2022,Fruit,Mango,18.8728011,74.4253714,14,4.458598726,5.5,2.5,5,3.75,1.83
