District,Block,Month of Data Collection,Plantation Year,Tree Type,Tree species,Latitude,Longitude,GBH_cm,DBH_cm,Tree Height_foot,North South_Tree Crown Size_Foot,East West_Tree Crown Size_foot,Tree Crown_foot,tree_age_years,height_m,crown_m,_age_informative
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.633745,75.1058767,21.0,6.687898089,5.0,4.0,5.0,4.5,4.92,1.524,1.3716000000000002,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6337374,75.1058935,19.0,6.050955414,5.0,4.0,5.0,4.5,4.92,1.524,1.3716000000000002,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6337283,75.1059567,14.0,4.458598726,4.0,4.0,5.0,4.5,4.92,1.2192,1.3716000000000002,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.63369,75.1059633,26.0,8.280254777,5.5,6.0,5.0,5.5,4.92,1.6764000000000001,1.6764000000000001,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.633685,75.105965,23.0,7.324840764,5.0,4.0,5.0,4.5,4.92,1.524,1.3716000000000002,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6336917,75.1059633,19.0,6.050955414,5.0,4.0,5.0,4.5,4.92,1.524,1.3716000000000002,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6337,75.1059883,24.0,7.643312102,5.5,6.0,5.0,5.5,4.92,1.6764000000000001,1.6764000000000001,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6337017,75.1059867,19.0,6.050955414,5.0,6.0,4.0,5.0,4.92,1.524,1.524,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6337049,75.106076,19.0,6.050955414,5.0,5.0,4.0,4.5,4.92,1.524,1.3716000000000002,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6336967,75.10609,19.0,6.050955414,5.0,4.0,5.0,4.5,4.92,1.524,1.3716000000000002,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6336967,75.10609,18.0,5.732484076,4.5,4.0,3.0,3.5,4.92,1.3716000000000002,1.0668,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6336651,75.1061869,14.0,4.458598726,4.0,3.0,4.0,3.5,4.92,1.2192,1.0668,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6336617,75.10619,19.0,6.050955414,4.5,5.0,4.0,4.5,4.92,1.3716000000000002,1.3716000000000002,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6336583,75.1062283,16.0,5.095541401,4.0,6.0,4.0,5.0,4.92,1.2192,1.524,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6336671,75.1062972,18.0,5.732484076,4.5,4.0,5.0,4.5,4.92,1.3716000000000002,1.3716000000000002,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6336706,75.1062796,20.0,6.369426752,5.0,4.0,5.0,4.5,4.92,1.524,1.3716000000000002,1.0
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6336517,75.1064233,30.0,9.554140127,5.0,5.0,4.0,4.5,4.92,1.524,1.3716000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732402,74.4252477,22.0,7.006369427,7.5,7.0,8.0,7.5,3.92,2.286,2.286,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732405,74.4252466,25.0,7.961783439,8.0,7.0,6.5,6.75,3.92,2.4384,2.0574,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732287,74.4252906,23.0,7.324840764,9.5,8.0,8.0,8.0,3.92,2.8956,2.4384,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732574,74.4252521,26.0,8.280254777,8.5,8.0,8.5,8.25,3.92,2.5908,2.5146,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733833,74.42532,22.0,7.006369427,8.0,8.5,7.0,7.75,3.92,2.4384,2.3622,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733895,74.4253669,25.0,7.961783439,8.5,6.0,7.0,6.5,3.92,2.5908,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733896,74.4253578,21.0,6.687898089,7.0,6.5,7.0,6.75,3.92,2.1336,2.0574,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735081,74.4254751,22.0,7.006369427,7.5,6.0,6.0,6.0,3.92,2.286,1.8288000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734919,74.4254534,23.0,7.324840764,7.0,7.0,6.5,6.75,3.92,2.1336,2.0574,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734838,74.4254512,23.0,7.324840764,6.5,6.0,6.0,6.0,3.92,1.9812,1.8288000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736004,74.4255181,19.0,6.050955414,6.5,6.0,5.0,5.5,3.92,1.9812,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731304,74.4251311,23.0,7.324840764,7.5,6.0,6.5,6.25,3.92,2.286,1.905,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8731353,74.4251642,21.0,6.687898089,8.0,7.0,6.5,6.75,3.92,2.4384,2.0574,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.873314,74.4251784,28.0,8.917197452,8.5,8.0,6.5,7.25,3.92,2.5908,2.2098,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733133,74.4251717,22.0,7.006369427,7.0,6.0,7.5,6.75,3.92,2.1336,2.0574,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732483,74.4253056,24.0,7.643312102,9.0,8.0,8.0,8.0,3.92,2.7432000000000003,2.4384,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733297,74.4252943,22.0,7.006369427,7.5,7.0,7.0,7.0,3.92,2.286,2.1336,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Mango,18.8733217,74.4252883,26.0,8.280254777,8.0,6.5,7.0,6.75,3.92,2.4384,2.0574,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.87331,74.425355,25.0,7.961783439,6.5,6.0,6.0,6.0,3.92,1.9812,1.8288000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734168,74.4254096,23.0,7.324840764,6.5,6.0,5.0,5.5,3.92,1.9812,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.87342,74.4254017,20.0,6.369426752,6.0,5.0,5.0,5.0,3.92,1.8288000000000002,1.524,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734412,74.4254201,23.0,7.324840764,6.5,6.0,6.5,6.25,3.92,1.9812,1.905,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735166,74.4254439,21.0,6.687898089,6.0,6.0,6.0,6.0,3.92,1.8288000000000002,1.8288000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735972,74.4254333,24.0,7.643312102,7.0,6.5,6.0,6.25,3.92,2.1336,1.905,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735867,74.42544,22.0,7.006369427,7.0,6.0,7.0,6.5,3.92,2.1336,1.9812,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736067,74.4254533,16.0,5.095541401,6.0,4.5,5.0,4.75,3.92,1.8288000000000002,1.4478,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732194,74.4250747,21.0,6.687898089,7.0,6.0,6.0,6.0,3.92,2.1336,1.8288000000000002,1.0
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732243,74.4250869,22.0,7.006369427,9.0,8.0,7.0,7.5,3.92,2.7432000000000003,2.286,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7584518,75.3068102,38.0,12.10191083,10.0,5.0,4.7,4.85,7.92,3.048,1.47828,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581328,75.3070578,20.0,6.369426752,8.0,3.0,3.2,3.1,7.92,2.4384,0.94488,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7582467,75.307115,40.0,12.7388535,10.8,6.0,5.0,5.5,7.92,3.2918400000000005,1.6764000000000001,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581905,75.3072694,48.0,15.2866242,10.9,6.0,7.0,6.5,7.92,3.3223200000000004,1.9812,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581644,75.3072471,39.0,12.42038217,9.5,7.0,6.5,6.75,7.92,2.8956,2.0574,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.758165,75.3072417,8.0,2.547770701,5.0,2.0,2.0,2.0,7.92,1.524,0.6096,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581687,75.3072812,34.0,10.82802548,10.7,6.5,6.0,6.25,7.92,3.26136,1.905,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581272,75.3073519,21.0,6.687898089,11.3,7.0,6.7,6.85,7.92,3.44424,2.08788,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.758192,75.3073327,40.0,12.7388535,12.0,7.0,6.7,6.85,7.92,3.6576000000000004,2.08788,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.75818,75.307365,40.0,12.7388535,12.5,7.0,6.1,6.55,7.92,3.81,1.99644,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580804,75.3075382,19.0,6.050955414,7.0,3.0,3.5,3.25,7.92,2.1336,0.9906,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.758095,75.3075317,52.0,16.56050955,13.5,12.5,14.0,13.25,7.92,4.1148,4.038600000000001,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580134,75.3075467,33.0,10.50955414,10.5,5.2,6.7,5.95,7.92,3.2004,1.81356,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7579583,75.30758,41.0,13.05732484,12.1,7.0,5.8,6.4,7.92,3.6880800000000002,1.9507200000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580439,75.3077181,27.0,8.598726115,10.5,4.0,3.5,3.75,7.92,3.2004,1.143,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581336,75.307854,44.0,14.01273885,10.0,10.0,9.2,9.6,7.92,3.048,2.9260800000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580731,75.3078861,28.0,8.917197452,11.0,6.0,5.5,5.75,7.92,3.3528000000000002,1.7526000000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580779,75.3078869,45.0,14.33121019,13.0,11.5,12.0,11.75,7.92,3.9624,3.5814000000000004,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580274,75.3079911,43.0,13.69426752,12.0,7.0,6.0,6.5,7.92,3.6576000000000004,1.9812,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580302,75.3080596,36.0,11.46496815,12.0,7.0,7.5,7.25,7.92,3.6576000000000004,2.2098,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.758025,75.30809,39.0,12.42038217,12.0,7.0,6.0,6.5,7.92,3.6576000000000004,1.9812,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7579665,75.3082141,40.0,12.7388535,10.0,6.0,6.0,6.0,7.92,3.048,1.8288000000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7579757,75.3083133,20.0,6.369426752,8.0,4.0,3.0,3.5,7.92,2.4384,1.0668,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7579886,75.3082907,35.0,11.14649682,10.5,6.0,6.5,6.25,7.92,3.2004,1.905,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7578971,75.3084419,18.0,5.732484076,7.0,4.0,3.0,3.5,7.92,2.1336,1.0668,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.75789,75.3084814,35.0,11.14649682,11.5,8.0,7.0,7.5,7.92,3.5052000000000003,2.286,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7578934,75.3085775,30.0,9.554140127,10.0,6.0,5.5,5.75,7.92,3.048,1.7526000000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7578833,75.3085517,29.0,9.23566879,9.5,4.9,5.0,4.95,7.92,2.8956,1.50876,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7578955,75.3086096,17.0,5.414012739,6.0,3.0,3.1,3.05,7.92,1.8288000000000002,0.92964,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7578717,75.3086027,20.0,6.369426752,13.0,5.0,4.0,4.5,7.92,3.9624,1.3716000000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7578061,75.3086145,28.0,8.917197452,8.0,5.2,4.9,5.05,7.92,2.4384,1.53924,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7577822,75.3085722,17.0,5.414012739,8.0,4.0,5.0,4.5,7.92,2.4384,1.3716000000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7578317,75.3085074,36.0,11.46496815,13.0,7.0,7.8,7.4,7.92,3.9624,2.25552,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7578233,75.3085083,45.0,14.33121019,12.5,9.0,8.5,8.75,7.92,3.81,2.6670000000000003,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7578423,75.3084022,40.0,12.7388535,11.0,6.0,7.0,6.5,7.92,3.3528000000000002,1.9812,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7578676,75.3084302,41.0,13.05732484,11.0,6.0,5.5,5.75,7.92,3.3528000000000002,1.7526000000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7578561,75.3082745,47.0,14.96815287,12.5,8.0,9.0,8.5,7.92,3.81,2.5908,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7578283,75.3082517,10.0,3.184713376,6.0,2.5,2.0,2.25,7.92,1.8288000000000002,0.6858000000000001,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7578676,75.308257,20.0,6.369426752,7.0,4.0,4.5,4.25,7.92,2.1336,1.2954,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7578983,75.308335,19.0,6.050955414,8.0,4.0,5.0,4.5,7.92,2.4384,1.3716000000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580579,75.30799,40.0,12.7388535,10.5,7.0,7.0,7.0,7.92,3.2004,2.1336,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7579683,75.3080167,18.0,5.732484076,6.0,2.8,3.0,2.9,7.92,1.8288000000000002,0.88392,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7579856,75.3080208,25.0,7.961783439,9.0,4.0,3.0,3.5,7.92,2.7432000000000003,1.0668,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7579191,75.3079283,22.0,7.006369427,8.0,4.0,3.0,3.5,7.92,2.4384,1.0668,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7579525,75.3077165,28.0,8.917197452,8.0,4.0,4.2,4.1,7.92,2.4384,1.24968,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7579367,75.3077017,38.0,12.10191083,9.8,4.8,5.0,4.9,7.92,2.9870400000000004,1.4935200000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7579781,75.3076982,30.0,9.554140127,10.0,6.0,6.2,6.1,7.92,3.048,1.85928,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7579783,75.3076983,27.0,8.598726115,10.0,3.9,4.5,4.2,7.92,3.048,1.2801600000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7579853,75.3076328,30.0,9.554140127,9.5,4.8,6.0,5.4,7.92,2.8956,1.6459200000000003,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580224,75.307456,32.0,10.1910828,9.2,7.0,6.5,6.75,7.92,2.80416,2.0574,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580303,75.3074419,42.0,13.37579618,12.0,9.0,8.0,8.5,7.92,3.6576000000000004,2.5908,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.75801,75.3074283,32.0,10.1910828,10.0,5.0,4.0,4.5,7.92,3.048,1.3716000000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580904,75.307433,33.0,10.50955414,10.0,6.0,5.7,5.85,7.92,3.048,1.78308,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581592,75.3071915,17.0,5.414012739,7.0,3.0,3.0,3.0,7.92,2.1336,0.9144000000000001,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581467,75.3072083,34.0,10.82802548,11.0,8.0,7.0,7.5,7.92,3.3528000000000002,2.286,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581379,75.3072445,22.0,7.006369427,9.0,5.0,5.5,5.25,7.92,2.7432000000000003,1.6002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581383,75.3072533,27.0,8.598726115,10.0,6.0,6.5,6.25,7.92,3.048,1.905,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581507,75.307224,43.0,13.69426752,10.0,7.0,7.9,7.45,7.92,3.048,2.27076,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.758165,75.3071683,33.0,10.50955414,10.0,4.5,5.0,4.75,7.92,3.048,1.4478,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581848,75.3071654,35.0,11.14649682,11.0,7.0,7.0,7.0,7.92,3.3528000000000002,2.1336,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7582767,75.30707,32.0,10.1910828,9.0,6.0,5.0,5.5,7.92,2.7432000000000003,1.6764000000000001,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7582767,75.3070683,39.0,12.42038217,11.0,5.0,5.5,5.25,7.92,3.3528000000000002,1.6002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.75817,75.3068635,28.0,8.917197452,9.0,5.0,3.8,4.4,7.92,2.7432000000000003,1.34112,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581717,75.3068983,24.0,7.643312102,9.5,6.0,5.0,5.5,7.92,2.8956,1.6764000000000001,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7583024,75.3067681,28.0,8.917197452,9.0,5.0,4.0,4.5,7.92,2.7432000000000003,1.3716000000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.758285,75.3066851,35.0,11.14649682,10.0,8.0,7.0,7.5,7.92,3.048,2.286,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7582605,75.3068115,35.0,11.14649682,9.0,6.0,5.7,5.85,7.92,2.7432000000000003,1.78308,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7582538,75.3068424,32.0,10.1910828,9.0,4.0,5.0,4.5,7.92,2.7432000000000003,1.3716000000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.75829,75.3068967,32.0,10.1910828,9.0,6.0,6.5,6.25,7.92,2.7432000000000003,1.905,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581167,75.3070983,37.0,11.78343949,12.0,7.0,7.5,7.25,7.92,3.6576000000000004,2.2098,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580667,75.3069743,34.0,10.82802548,9.0,6.0,5.0,5.5,7.92,2.7432000000000003,1.6764000000000001,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7581084,75.3071064,38.0,12.10191083,9.8,7.0,8.0,7.5,7.92,2.9870400000000004,2.286,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580546,75.3071306,26.0,8.280254777,9.0,4.0,4.5,4.25,7.92,2.7432000000000003,1.2954,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.758039,75.3071147,11.0,3.503184713,12.0,8.0,8.5,8.25,7.92,3.6576000000000004,2.5146,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580886,75.3071511,21.0,6.687898089,8.0,4.0,3.7,3.85,7.92,2.4384,1.17348,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580833,75.3071433,26.0,8.280254777,9.0,4.0,5.0,4.5,7.92,2.7432000000000003,1.3716000000000002,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7580213,75.3071912,21.0,6.687898089,11.0,6.0,6.5,6.25,7.92,3.3528000000000002,1.905,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.758015,75.30723,37.0,11.78343949,11.0,8.0,8.5,8.25,7.92,3.3528000000000002,2.5146,1.0
Ahmednagar,Jamkhed,March 2024,2016.0,Fruit,Orange,18.7579379,75.3073419,24.0,7.643312102,10.0,5.0,5.2,5.1,7.92,3.048,1.5544799999999999,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8726072,74.4254094,12.0,3.821656051,4.0,3.0,3.0,3.0,1.92,1.2192,0.9144000000000001,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8726101,74.4254174,13.0,4.140127389,4.5,2.2,3.5,2.85,1.92,1.3716000000000002,0.8686800000000001,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8726513,74.4253384,12.0,3.821656051,3.5,3.0,3.0,3.0,1.92,1.0668,0.9144000000000001,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.872639,74.4253293,13.0,4.140127389,3.0,4.0,3.0,3.5,1.92,0.9144000000000001,1.0668,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8726983,74.4252559,12.0,3.821656051,5.0,3.5,4.0,3.75,1.92,1.524,1.143,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8727018,74.4252495,16.0,5.095541401,6.0,5.0,4.5,4.75,1.92,1.8288000000000002,1.4478,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8727335,74.4251158,10.0,3.184713376,5.5,3.0,4.0,3.5,1.92,1.6764000000000001,1.0668,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8728126,74.4250331,10.0,3.184713376,4.0,2.5,3.2,2.85,1.92,1.2192,0.8686800000000001,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8728084,74.4249962,18.0,5.732484076,6.5,6.0,5.0,5.5,1.92,1.9812,1.6764000000000001,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8728443,74.4250409,12.0,3.821656051,5.5,3.0,4.5,3.75,1.92,1.6764000000000001,1.143,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8727846,74.4250668,14.0,4.458598726,5.0,4.0,4.5,4.25,1.92,1.524,1.2954,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8728033,74.4250467,12.0,3.821656051,5.0,3.5,3.0,3.25,1.92,1.524,0.9906,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8728432,74.4250194,11.0,3.503184713,4.5,2.5,3.0,2.75,1.92,1.3716000000000002,0.8382000000000001,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8728816,74.4249297,12.0,3.821656051,5.0,3.5,4.0,3.75,1.92,1.524,1.143,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8728894,74.4249256,15.0,4.777070064,6.0,5.0,4.0,4.5,1.92,1.8288000000000002,1.3716000000000002,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8729958,74.4247958,11.0,3.503184713,4.5,4.0,3.5,3.75,1.92,1.3716000000000002,1.143,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8730661,74.4246137,13.0,4.140127389,6.0,4.5,3.0,3.75,1.92,1.8288000000000002,1.143,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8730473,74.4247908,9.0,2.866242038,5.5,2.2,2.5,2.35,1.92,1.6764000000000001,0.71628,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8730633,74.42474,10.0,3.184713376,4.0,4.0,3.0,3.5,1.92,1.2192,1.0668,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8731222,74.4247822,11.0,3.503184713,3.5,2.5,3.0,2.75,1.92,1.0668,0.8382000000000001,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8731166,74.4247843,12.0,3.821656051,5.0,3.5,4.0,3.75,1.92,1.524,1.143,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8730824,74.4248381,12.0,3.821656051,4.0,3.0,3.0,3.0,1.92,1.2192,0.9144000000000001,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8730522,74.4248541,8.0,2.547770701,2.5,1.5,2.0,1.75,1.92,0.762,0.5334,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8730533,74.4248617,13.0,4.140127389,5.0,4.0,4.0,4.0,1.92,1.524,1.2192,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.8730059,74.424931,9.0,2.866242038,3.5,3.0,2.5,2.75,1.92,1.0668,0.8382000000000001,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.873002,74.4249385,10.0,3.184713376,4.0,2.5,3.0,2.75,1.92,1.2192,0.8382000000000001,1.0
Ahmednagar,Parner,March 2024,2022.0,Fruit,Mango,18.87298,74.424945,8.0,2.547770701,2.5,1.5,2.0,1.75,1.92,0.762,0.5334,1.0
